Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A683897,*Ranger,07/24/2014 06:48:00 PM,07/24/2014 06:48:00 PM,09/16/2013,Dog,Spayed Female,10 months,Finnish Spitz Mix,Cream,0
A704672,Bentley,08/01/2015 05:27:00 PM,08/01/2015 05:27:00 PM,06/03/2015,Dog,Neutered Male,1 month,Dachshund Wirehair/Miniature Poodle,Black/Tan,0
A667123,*Princess,12/17/2013 12:13:00 PM,12/17/2013 12:13:00 PM,11/13/2012,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0
A805864,,10/22/2019 03:17:00 PM,10/22/2019 03:17:00 PM,08/02/2019,Cat,Intact Female,2 months,Domestic Shorthair,Black/White,0
A690532,Mcgregor,12/16/2014 01:23:00 PM,12/16/2014 01:23:00 PM,08/27/2014,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby/White,0
A700898,,04/25/2015 05:02:00 PM,04/25/2015 05:02:00 PM,12/06/2014,Dog,Spayed Female,4 months,Anatol Shepherd/Border Collie,Tan/White,0
A786017,*Tug,12/20/2018 06:40:00 PM,12/20/2018 06:40:00 PM,12/14/2016,Dog,Neutered Male,2 years,Cardigan Welsh Corgi/Labrador Retriever,Black/White,0
A761611,,11/11/2017 01:23:00 PM,11/11/2017 01:23:00 PM,11/07/2012,Cat,Intact Female,5 years,Domestic Shorthair Mix,Brown Tabby,0
A703517,*Bailey,07/19/2015 01:16:00 PM,07/19/2015 01:16:00 PM,03/25/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,0
A805212,Turtle,10/22/2019 05:19:00 PM,10/22/2019 05:19:00 PM,11/24/2018,Cat,Spayed Female,10 months,Domestic Shorthair,Tortie,0
A802215,Aki,08/22/2019 07:12:00 PM,08/22/2019 07:12:00 PM,03/15/2019,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White,0
A792659,Daisy,04/25/2019 06:06:00 PM,04/25/2019 06:06:00 PM,04/13/2017,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,0
A759822,,10/13/2017 05:19:00 PM,10/13/2017 05:19:00 PM,05/08/2017,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Gray/White,0
A785849,,12/15/2018 06:39:00 PM,12/15/2018 06:39:00 PM,12/11/2017,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,0
A697256,,02/24/2015 05:25:00 PM,02/24/2015 05:25:00 PM,12/20/2014,Cat,Neutered Male,2 months,Siamese Mix,Flame Point,0
A710738,Kit-Kat,11/01/2015 06:02:00 PM,11/01/2015 06:02:00 PM,08/24/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,0
A667496,*Josie,01/02/2014 02:39:00 PM,01/02/2014 02:39:00 PM,10/15/2013,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,0
A698810,Nikki,04/11/2015 02:50:00 PM,04/11/2015 02:50:00 PM,03/18/2014,Cat,Spayed Female,1 year,Russian Blue Mix,Blue,0
A731923,*Dash,08/08/2016 04:33:00 PM,08/08/2016 04:33:00 PM,07/29/2015,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown,0
A697953,Bear,03/30/2015 05:21:00 PM,03/30/2015 05:21:00 PM,03/04/2012,Dog,Neutered Male,3 years,Flat Coat Retriever/Australian Cattle Dog,Black/Brown,0
A681730,Canelo,07/25/2014 05:17:00 PM,07/25/2014 05:17:00 PM,06/19/2013,Dog,Neutered Male,1 year,German Shepherd Mix,Chocolate/Tan,0
A678063,*Julia,08/14/2014 02:28:00 PM,08/14/2014 02:28:00 PM,05/03/2013,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0
A680314,*Lil Sis,08/10/2014 05:54:00 PM,08/10/2014 05:54:00 PM,06/01/2014,Dog,Spayed Female,2 months,Australian Kelpie Mix,Chocolate/Tan,0
A737812,Thrax,11/06/2016 02:27:00 PM,11/06/2016 02:27:00 PM,11/04/2015,Dog,Intact Male,1 year,Siberian Husky Mix,Silver/Black,0
A837201,,06/23/2021 09:25:00 AM,06/23/2021 09:25:00 AM,12/19/2020,Other,Unknown,6 months,Bat,Brown,1
A674944,Kiki,05/06/2014 01:20:00 PM,05/06/2014 01:20:00 PM,03/20/2007,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico,0
A757198,*Twilight,09/21/2017 02:53:00 PM,09/21/2017 02:53:00 PM,04/16/2017,Dog,Intact Male,5 months,Labrador Retriever Mix,Black,0
A702004,Diamond,05/08/2015 11:30:00 AM,05/08/2015 11:30:00 AM,03/08/2014,Dog,Intact Female,1 year,Pit Bull Mix,Tricolor,0
A742746,,01/31/2017 06:25:00 PM,01/31/2017 06:25:00 PM,01/27/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,0
A753006,Sky,06/30/2017 01:47:00 PM,06/30/2017 01:47:00 PM,06/30/2016,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown,0
A774862,Daisy,09/27/2018 12:49:00 PM,09/27/2018 12:49:00 PM,06/21/2017,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,0
A743233,Kevin,02/07/2017 09:00:00 AM,02/07/2017 09:00:00 AM,09/06/2014,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White,0
A677980,,05/02/2014 10:39:00 AM,05/02/2014 10:39:00 AM,05/02/2013,Other,Unknown,1 year,Bat Mix,Brown,1
A715261,*Darcy,11/15/2015 02:06:00 PM,11/15/2015 02:06:00 PM,11/07/2006,Dog,Spayed Female,9 years,Beagle/Treeing Walker Coonhound,White/Brown,0
A708082,,07/22/2015 02:38:00 PM,07/22/2015 02:38:00 PM,06/30/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
A764999,Kitana,02/12/2018 02:44:00 PM,02/12/2018 02:44:00 PM,01/10/2012,Dog,Spayed Female,6 years,Pit Bull Mix,Tan/White,0
A803381,*Rosco,11/12/2019 11:48:00 AM,11/12/2019 11:48:00 AM,08/22/2019,Dog,Neutered Male,2 months,German Shepherd/Australian Kelpie,Brown/Black,0
A812075,Scar,02/29/2020 05:34:00 PM,02/29/2020 05:34:00 PM,08/15/2018,Cat,Neutered Male,1 year,Domestic Medium Hair,Brown Tabby,0
A688213,,09/16/2014 05:56:00 PM,09/16/2014 05:56:00 PM,08/09/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Gray,0
A788721,,02/07/2019 05:10:00 PM,02/07/2019 05:10:00 PM,02/07/2017,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange,1
A715221,*Penelope,11/12/2015 09:56:00 AM,11/12/2015 09:56:00 AM,11/02/2013,Dog,Spayed Female,2 years,Catahoula Mix,Blue Merle/White,0
A684793,,07/28/2014 06:45:00 PM,07/28/2014 06:45:00 PM,07/12/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0
A717175,,12/03/2015 04:13:00 PM,12/03/2015 04:13:00 PM,11/26/2015,Dog,Unknown,1 week,Labrador Retriever Mix,White,0
A733187,,08/18/2016 05:16:00 PM,08/18/2016 05:16:00 PM,08/03/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,0
A726698,,05/17/2016 07:07:00 PM,05/17/2016 07:07:00 PM,05/13/2010,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby,0
A827634,Sam,03/28/2021 03:05:00 PM,03/28/2021 03:05:00 PM,03/28/2006,Dog,Neutered Male,15 years,Miniature Schnauzer,White/White,0
A762323,*Luka,12/22/2017 06:10:00 PM,12/22/2017 06:10:00 PM,10/12/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A832150,,04/08/2021 10:04:00 AM,04/08/2021 10:04:00 AM,04/08/2019,Other,Unknown,2 years,Bat,Brown,1
A726144,*Oscar,05/30/2016 02:58:00 PM,05/30/2016 02:58:00 PM,05/07/2014,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown,0
A809856,,12/11/2019 05:34:00 PM,12/11/2019 05:34:00 PM,08/02/2019,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,White/Tan,0
A662195,*Ruby Q,10/10/2013 12:00:00 PM,10/10/2013 12:00:00 PM,08/30/2011,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
A708315,,07/26/2015 08:56:00 AM,07/26/2015 08:56:00 AM,07/25/2013,Other,Unknown,2 years,Bat Mix,Brown,1
A802071,*Mango,05/01/2020 08:33:00 AM,05/01/2020 08:33:00 AM,08/06/2019,Cat,Spayed Female,8 months,Domestic Shorthair,Orange Tabby,0
A690750,Maddie,10/30/2014 02:05:00 PM,10/30/2014 02:05:00 PM,10/25/2013,Dog,Intact Female,1 year,Bruss Griffon Mix,Black/Tan,0
A719255,,01/16/2016 03:07:00 PM,01/16/2016 03:07:00 PM,01/09/2016,Dog,Unknown,1 week,Chihuahua Shorthair Mix,Brown/Black,0
A820075,,07/14/2020 03:44:00 PM,07/14/2020 03:44:00 PM,05/20/2020,Dog,Intact Male,1 month,Pug,Tan,0
A820904,Yoli,12/18/2020 07:49:00 AM,12/18/2020 07:49:00 AM,07/31/2015,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Brown Tabby,0
A716697,*Juliet,11/29/2015 02:04:00 PM,11/29/2015 02:04:00 PM,09/07/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,0
A739063,*Riley,12/05/2016 12:00:00 AM,12/05/2016 12:00:00 AM,11/27/2015,Dog,Intact Male,1 year,Plott Hound Mix,Brown Brindle/White,0
A716910,*Jingle,03/25/2016 10:11:00 AM,03/25/2016 10:11:00 AM,10/20/2015,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue Tabby/White,0
A765786,Lola,02/03/2018 01:00:00 AM,02/03/2018 01:00:00 AM,01/26/2015,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown/White,0
A687156,,09/06/2014 07:07:00 PM,09/06/2014 07:07:00 PM,06/16/2014,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby,0
A748974,*Pirate,05/14/2017 04:57:00 PM,05/14/2017 04:57:00 PM,10/09/2016,Cat,Neutered Male,7 months,Siamese Mix,Lynx Point,0
A747005,Destiny,04/19/2017 04:20:00 PM,04/19/2017 04:20:00 PM,04/12/2016,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White,0
A806007,,10/04/2019 06:51:00 PM,10/04/2019 06:51:00 PM,10/02/2019,Cat,Unknown,2 days,Domestic Shorthair,Brown Tabby,0
A705598,,06/23/2015 01:25:00 PM,06/23/2015 01:25:00 PM,04/19/2015,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,0
A701362,,04/28/2015 02:12:00 PM,04/28/2015 02:12:00 PM,04/28/2013,Other,Unknown,2 years,Raccoon Mix,Gray/Black,1
A778140,,08/09/2018 05:41:00 PM,08/09/2018 05:41:00 PM,06/09/2018,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Brown Tabby,0
A690484,Julep,10/25/2014 04:57:00 PM,10/25/2014 04:57:00 PM,10/21/2012,Dog,Spayed Female,2 years,Cardigan Welsh Corgi Mix,Brown Merle/White,0
A693230,Colt,12/05/2014 12:06:00 PM,12/05/2014 12:06:00 PM,12/04/2011,Dog,Neutered Male,3 years,Australian Shepherd Mix,Blue Merle/Tan,0
A732925,*Edmund,09/05/2016 12:08:00 PM,09/05/2016 12:08:00 PM,08/15/2015,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,0
A742670,Zeus,01/26/2017 11:18:00 AM,01/26/2017 11:18:00 AM,01/25/2014,Dog,Intact Male,3 years,Standard Poodle Mix,Black/White,0
A689709,*Watson,11/11/2014 11:21:00 AM,11/11/2014 11:21:00 AM,10/08/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair/Basenji,Tricolor,0
A767165,Blaze,06/01/2018 01:24:00 PM,06/01/2018 01:24:00 PM,02/20/2018,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Black/White,0
A681535,,06/18/2014 10:03:00 AM,06/18/2014 10:03:00 AM,06/18/2013,Other,Intact Female,1 year,Opossum,Gray/White,1
A741104,*Mitch,04/05/2017 01:14:00 PM,04/05/2017 01:14:00 PM,12/28/2014,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,0
A688135,,09/20/2014 05:31:00 PM,09/20/2014 05:31:00 PM,07/15/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,0
A733594,Bruce Lee,08/25/2017 11:42:00 AM,08/25/2017 11:42:00 AM,07/24/2015,Dog,Neutered Male,2 years,Pit Bull,Chocolate/White,0
A811129,,01/02/2020 05:26:00 PM,01/02/2020 05:26:00 PM,09/28/2019,Cat,Neutered Male,3 months,Domestic Shorthair,White/Blue Tabby,0
A694445,,12/31/2014 12:32:00 PM,12/31/2014 12:32:00 PM,12/28/2012,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,1
A792985,,07/26/2019 05:26:00 PM,07/26/2019 05:26:00 PM,03/21/2019,Cat,Spayed Female,4 months,Domestic Longhair Mix,Black,0
A759060,,10/03/2017 12:00:00 AM,10/03/2017 12:00:00 AM,08/29/2017,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Blue,0
A686888,Chiquita,08/29/2014 02:27:00 PM,08/29/2014 02:27:00 PM,08/28/2000,Dog,Intact Female,14 years,Chihuahua Shorthair Mix,Tan,0
A677289,,04/28/2014 11:20:00 AM,04/28/2014 11:20:00 AM,01/23/2014,Dog,Intact Female,3 months,Beagle Mix,White/Brown,1
A731508,*June,08/02/2016 04:59:00 PM,08/02/2016 04:59:00 PM,07/23/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,0
A840713,83 Grams,08/12/2021 02:22:00 PM,08/12/2021 02:22:00 PM,08/11/2021,Cat,Intact Male,1 day,Domestic Shorthair Mix,White,0
A769530,Max,04/21/2018 07:19:00 PM,04/21/2018 07:19:00 PM,04/06/2017,Dog,Neutered Male,1 year,Miniature Poodle Mix,White/Cream,0
A830491,Basil,03/12/2021 05:57:00 PM,03/12/2021 05:57:00 PM,03/10/2020,Cat,Spayed Female,1 year,Domestic Shorthair,Gray,0
A669599,*Evie,01/19/2014 03:56:00 PM,01/19/2014 03:56:00 PM,12/23/2010,Dog,Spayed Female,3 years,Collie Smooth/Labrador Retriever,Sable/White,0
A467567,Silky,11/06/2017 06:41:00 PM,11/06/2017 06:41:00 PM,04/09/2002,Dog,Spayed Female,15 years,Queensland Heeler Mix,Blue Merle,0
A839703,Chucky,08/11/2021 04:58:00 PM,08/11/2021 04:58:00 PM,07/26/2020,Dog,Neutered Male,1 year,Staffordshire Mix,Black/White,0
A825870,Diana,12/16/2020 11:24:00 AM,12/16/2020 11:24:00 AM,09/29/2020,Cat,Intact Female,2 months,Domestic Shorthair,Black,0
A807988,*Yamir,11/22/2019 11:55:00 AM,11/22/2019 11:55:00 AM,11/02/2017,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White,0
A737466,*Pumpkin,10/29/2016 02:08:00 PM,10/29/2016 02:08:00 PM,08/21/2016,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White,0
A706679,*Petunia,07/13/2015 12:29:00 PM,07/13/2015 12:29:00 PM,07/02/2004,Dog,Spayed Female,11 years,Lhasa Apso Mix,Black,0
A838260,,07/06/2021 03:17:00 PM,07/06/2021 03:17:00 PM,06/21/2021,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby,0
A741424,,01/07/2017 05:52:00 PM,01/07/2017 05:52:00 PM,01/02/2014,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black/White,0
A760457,*Saltydog,11/30/2017 06:47:00 AM,11/30/2017 06:47:00 AM,10/18/2007,Dog,Neutered Male,10 years,Jack Russell Terrier Mix,White/Black,0
A693551,Pepper,12/12/2014 12:00:00 PM,12/12/2014 12:00:00 PM,12/10/2001,Dog,Neutered Male,13 years,Chihuahua Shorthair/Yorkshire Terrier,Brown/Black,1
A761399,Jason,11/08/2017 05:56:00 PM,11/08/2017 05:56:00 PM,07/04/2017,Dog,Neutered Male,4 months,Rat Terrier/Dachshund,Black/Tan,0
A669680,Nino,05/06/2016 04:53:00 PM,05/06/2016 04:53:00 PM,12/24/2011,Dog,Neutered Male,4 years,Plott Hound Mix,Brown Brindle/White,0
A707283,Fudge,07/11/2015 11:47:00 AM,07/11/2015 11:47:00 AM,07/11/2013,Dog,Spayed Female,2 years,Dachshund,Black/Brown,0
A764642,Shadow,02/17/2018 03:23:00 PM,02/17/2018 03:23:00 PM,01/03/2017,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,0
A704581,,06/06/2015 04:20:00 PM,06/06/2015 04:20:00 PM,05/22/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0
A745218,,03/17/2017 06:30:00 PM,03/17/2017 06:30:00 PM,03/14/2015,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Buff/Black,0
A732776,,08/13/2016 04:44:00 PM,08/13/2016 04:44:00 PM,04/13/2016,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,0
A771526,Milquetoast,07/30/2018 02:58:00 PM,07/30/2018 02:58:00 PM,09/06/2017,Other,Neutered Male,10 months,Californian Mix,White/Gray,0
A738473,Bam Bam,11/26/2016 01:11:00 PM,11/26/2016 01:11:00 PM,08/18/2010,Dog,Neutered Male,6 years,Shih Tzu,Black/White,0
A765084,Boone,01/16/2018 05:15:00 PM,01/16/2018 05:15:00 PM,01/12/2013,Dog,Neutered Male,5 years,Golden Retriever Mix,Red,0
A785845,Lila,12/21/2018 12:41:00 PM,12/21/2018 12:41:00 PM,12/11/2008,Dog,Intact Female,10 years,Pit Bull Mix,Gray,0
A675339,,03/28/2014 03:04:00 PM,03/28/2014 03:04:00 PM,12/26/2013,Cat,Intact Female,3 months,Domestic Shorthair Mix,Cream Tabby/White,0
A830197,*Werner,03/12/2021 05:44:00 PM,03/12/2021 05:44:00 PM,03/04/2016,Dog,Neutered Male,5 years,Italian Greyhound Mix,Tan/White,0
A767408,,03/04/2018 04:56:00 PM,03/04/2018 04:56:00 PM,02/28/2016,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Brown,0
A749384,,05/14/2017 03:01:00 PM,05/14/2017 03:01:00 PM,05/07/2017,Cat,Intact Female,1 week,Domestic Shorthair Mix,White/Black,0
A717078,Norm,12/02/2015 11:21:00 AM,12/02/2015 11:21:00 AM,07/10/2011,Dog,Intact Male,4 years,Boxer Mix,Red/White,0
A813457,Pablo,02/18/2020 04:00:00 PM,02/18/2020 04:00:00 PM,02/10/2018,Dog,Neutered Male,2 years,Dachshund Mix,Red/White,0
A763619,Lola,12/14/2017 04:07:00 PM,12/14/2017 04:07:00 PM,04/12/2017,Dog,Spayed Female,8 months,Yorkshire Terrier Mix,Brown,0
A678133,Chepe,05/04/2014 03:27:00 PM,05/04/2014 03:27:00 PM,05/04/2007,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White,0
A685973,Preciosa,08/21/2014 02:22:00 PM,08/21/2014 02:22:00 PM,04/15/2014,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Cream,0
A792071,Oscar,04/06/2019 11:25:00 AM,04/06/2019 11:25:00 AM,04/06/2003,Dog,Neutered Male,16 years,Dachshund Mix,Black/Gray,0
A712995,Sambo,10/01/2015 05:08:00 PM,10/01/2015 05:08:00 PM,10/01/2007,Cat,Intact Male,8 years,Domestic Shorthair Mix,Black,0
A783467,Scoobie,11/07/2018 01:07:00 PM,11/07/2018 01:07:00 PM,03/03/2018,Dog,Intact Male,8 months,Bernese Mountain Dog Mix,Tricolor,0
A751344,Whisky,06/26/2017 07:22:00 PM,06/26/2017 07:22:00 PM,06/07/2015,Dog,Neutered Male,2 years,West Highland,Cream,0
A757006,*Elliot,10/12/2017 06:20:00 AM,10/12/2017 06:20:00 AM,07/29/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,0
A787422,Molly,01/14/2019 02:49:00 PM,01/14/2019 02:49:00 PM,01/12/2017,Dog,Intact Female,2 years,German Shepherd Mix,Brown/Black,0
A835142,A835142,05/24/2021 12:06:00 PM,05/24/2021 12:06:00 PM,05/09/2021,Cat,Intact Female,2 weeks,Domestic Shorthair,Black,0
A679452,,05/21/2014 12:35:00 PM,05/21/2014 12:35:00 PM,04/29/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
A676885,Frankie,05/21/2014 07:12:00 PM,05/21/2014 07:12:00 PM,04/16/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Cream,0
A679680,*Toffee,06/03/2014 03:21:00 PM,06/03/2014 03:21:00 PM,04/28/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,1
A831400,Lilly,08/16/2021 05:30:00 PM,08/16/2021 05:30:00 PM,12/26/2020,Dog,Spayed Female,7 months,Labrador Retriever Mix,White,0
A794864,,05/13/2019 04:39:00 PM,05/13/2019 04:39:00 PM,04/21/2019,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby,0
A678504,*Venus,05/16/2014 08:47:00 AM,05/16/2014 08:47:00 AM,03/18/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,0
A805907,*Boo,11/18/2019 05:47:00 PM,11/18/2019 05:47:00 PM,09/11/2019,Cat,Spayed Female,2 months,Domestic Medium Hair,Black,0
A734581,*Ulysses,11/12/2016 04:11:00 PM,11/12/2016 04:11:00 PM,07/25/2016,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A823940,*237 Grams,10/02/2020 04:29:00 PM,10/02/2020 04:29:00 PM,09/17/2020,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby,0
A682199,*Paul,06/27/2014 01:16:00 PM,06/27/2014 01:16:00 PM,04/18/2014,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue,0
A694520,Pickle,01/31/2015 06:24:00 PM,01/31/2015 06:24:00 PM,03/01/2014,Dog,Neutered Male,11 months,Dachshund,Black/White,0
A825574,*Michael,02/02/2021 08:50:00 AM,02/02/2021 08:50:00 AM,09/26/2020,Cat,Neutered Male,4 months,Domestic Shorthair,Black,0
A793320,,04/23/2019 02:46:00 PM,04/23/2019 02:46:00 PM,04/23/2018,Other,Unknown,1 year,Bat Mix,Brown,1
A714648,Max,10/27/2015 03:12:00 PM,10/27/2015 03:12:00 PM,10/27/1998,Dog,Neutered Male,17 years,Miniature Poodle Mix,Black,0
A774255,N'Est-Ce Paw,06/14/2018 01:16:00 PM,06/14/2018 01:16:00 PM,02/12/2018,Cat,Intact Female,4 months,Domestic Shorthair Mix,Gray Tabby,0
A735798,,10/05/2016 11:55:00 AM,10/05/2016 11:55:00 AM,07/14/2016,Dog,Spayed Female,2 months,Border Collie Mix,Black/White,0
A698321,,03/09/2015 06:40:00 PM,03/09/2015 06:40:00 PM,03/07/2015,Cat,Unknown,2 days,Domestic Shorthair Mix,Blue,0
A678007,,05/02/2014 04:44:00 PM,05/02/2014 04:44:00 PM,05/02/2013,Other,Intact Female,1 year,Raccoon Mix,Gray/Black,1
A821404,Plex,09/12/2020 11:59:00 AM,09/12/2020 11:59:00 AM,08/10/2012,Dog,Neutered Male,8 years,Rottweiler,Black/Brown,0
A712333,*Tiny,10/06/2015 06:49:00 PM,10/06/2015 06:49:00 PM,08/30/2015,Cat,Intact Male,1 month,Domestic Longhair Mix,Brown Tabby/White,1
A742676,Gorda,02/05/2017 03:59:00 PM,02/05/2017 03:59:00 PM,01/31/2016,Dog,Spayed Female,1 year,Basset Hound Mix,White/Tan,0
A763962,,12/23/2017 12:02:00 PM,12/23/2017 12:02:00 PM,10/27/2017,Dog,Intact Female,1 month,Yorkshire Terrier Mix,Black/White,0
A787093,*Wiley,01/29/2019 02:31:00 PM,01/29/2019 02:31:00 PM,01/07/2018,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow,0
A718280,Baby,04/05/2016 01:39:00 PM,04/05/2016 01:39:00 PM,03/25/2011,Dog,Spayed Female,5 years,Mastiff Mix,Brown Brindle,0
A676769,,04/18/2014 12:01:00 PM,04/18/2014 12:01:00 PM,01/30/2014,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan,0
A741578,Bing,01/08/2017 05:42:00 PM,01/08/2017 05:42:00 PM,09/04/2016,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico,0
A535484,Krunch,12/07/2014 06:38:00 PM,12/07/2014 06:38:00 PM,12/10/2008,Dog,Neutered Male,5 years,Pit Bull Mix,White/Brown,0
A779921,Vader,11/03/2018 05:58:00 PM,11/03/2018 05:58:00 PM,05/01/2018,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White,0
A700506,Domino,04/28/2015 06:19:00 PM,04/28/2015 06:19:00 PM,04/14/2009,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,White/Black,0
A817075,Popeye,05/11/2020 11:00:00 AM,05/11/2020 11:00:00 AM,07/07/2019,Dog,Neutered Male,10 months,Labrador Retriever/Pointer,White/Brown,0
A795167,Jude,05/27/2019 03:28:00 PM,05/27/2019 03:28:00 PM,03/12/2019,Dog,Neutered Male,2 months,Flat Coat Retriever Mix,Black/White,0
A619261,Simba,12/01/2019 12:43:00 PM,12/01/2019 12:43:00 PM,10/28/2011,Dog,Neutered Male,8 years,Pit Bull Mix,Fawn/White,0
A756234,,08/22/2017 06:59:00 PM,08/22/2017 06:59:00 PM,06/16/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0
A841329,Clyde,08/30/2021 01:00:00 PM,08/30/2021 01:00:00 PM,08/26/2011,Dog,Intact Male,10 years,Miniature Schnauzer,Black,1
A670295,Rose,01/26/2014 01:05:00 PM,01/26/2014 01:05:00 PM,01/05/2013,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,0
A818870,*234 Grams,06/16/2020 05:03:00 PM,06/16/2020 05:03:00 PM,06/09/2020,Cat,Intact Male,1 week,Domestic Shorthair,Buff,0
A744893,,03/10/2017 12:17:00 PM,03/10/2017 12:17:00 PM,03/09/2009,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White,0
A679206,Dakota,01/08/2015 01:30:00 PM,01/08/2015 01:30:00 PM,01/02/2014,Dog,Spayed Female,1 year,Australian Shepherd/Plott Hound,Brown Brindle,0
A713550,,10/09/2015 09:00:00 AM,10/09/2015 09:00:00 AM,06/08/2015,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,0
A802249,,08/19/2019 05:42:00 PM,08/19/2019 05:42:00 PM,06/04/2019,Dog,Spayed Female,2 months,Queensland Heeler,Black/White,0
A714230,Butch,10/28/2015 11:25:00 AM,10/28/2015 11:25:00 AM,10/22/2009,Dog,Neutered Male,6 years,Bullmastiff,Brown/Black,0
A664372,*Halloween,10/10/2013 01:16:00 PM,10/10/2013 01:16:00 PM,07/11/2013,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,0
A746600,Remus,04/18/2019 05:43:00 PM,04/18/2019 05:43:00 PM,04/04/2013,Dog,Neutered Male,6 years,German Shepherd Mix,Red,0
A726411,Pepper,05/17/2016 04:05:00 PM,05/17/2016 04:05:00 PM,05/10/2005,Dog,Neutered Male,11 years,Labrador Retriever/Chow Chow,Brown,0
A765988,Harry,02/04/2018 01:48:00 PM,02/04/2018 01:48:00 PM,10/01/2017,Dog,Neutered Male,4 months,Labrador Retriever Mix,White/Brown,0
